model_dir,model_short,model,task_idx,map_type,rep,issue_title,base_commit,input_tokens,output_tokens,cost,turns,wall_time,stop_reason,cached_tokens,cost_usd,cost_usd_uncached,precision,recall,f1,prediction_corrected,empty_prediction,n_predicted_files,n_ground_truth_files,model_pair,pair_name,model_size,provider,architecture,task_type
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,0,ast,4,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,250984,6801,0.003429,11,65.92,submitted,244992,0.003429,0.037042,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,0,none,0,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,165077,12541,0.006444,20,134.53,max_turns,147072,0.006444,0.026622,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,0,none,1,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,81812,3415,0.001943,15,44.66,submitted,76288,0.001943,0.01241,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,0,none,2,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,55510,3118,0.001532,12,34.21,submitted,51840,0.001532,0.008644,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,0,none,3,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,143582,5047,0.003672,20,62.35,max_turns,130048,0.003672,0.021515,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,0,none,4,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,137028,6424,0.004282,20,75.41,max_turns,121728,0.004282,0.020983,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,ast_compact,0,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,45247,2687,0.002047,4,25.64,submitted,36736,0.002047,0.007087,1.0,0.6667,0.8,False,False,2,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,ast_compact,1,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,83057,2673,0.002735,6,26.65,submitted,70272,0.002735,0.012376,1.0,0.6667,0.8,False,False,2,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,ast_compact,2,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,69087,2520,0.002457,5,24.9,submitted,57728,0.002457,0.010378,1.0,0.6667,0.8,False,False,2,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,ast_compact,3,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,51746,2452,0.003137,4,23.94,submitted,34944,0.003137,0.007931,1.0,0.6667,0.8,False,False,2,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,ast_compact,4,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,48828,2609,0.001894,5,25.32,submitted,41344,0.001894,0.007566,1.0,0.6667,0.8,False,False,2,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,ast,0,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,105578,2484,0.002024,6,26.48,submitted,98048,0.002024,0.015476,1.0,0.6667,0.8,False,False,2,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,ast,1,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,100022,2473,0.003667,6,24.5,submitted,80384,0.003667,0.014696,1.0,0.6667,0.8,False,False,2,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,ast,2,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,178274,4978,0.003171,9,48.15,submitted,168960,0.003171,0.026352,1.0,0.6667,0.8,False,False,2,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,ast,3,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,55128,2640,0.002451,3,26.05,submitted,43776,0.002451,0.008457,1.0,0.6667,0.8,False,False,2,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,ast,4,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,87994,3405,0.002191,5,35.59,submitted,80768,0.002191,0.013273,1.0,0.6667,0.8,False,False,2,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,none,0,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,87171,3660,0.003517,9,39.54,submitted,70784,0.003517,0.013229,1.0,0.6667,0.8,False,False,2,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,none,1,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,82044,2121,0.002702,9,26.46,submitted,68352,0.002702,0.01208,1.0,0.6667,0.8,False,False,2,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,none,2,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,36373,1412,0.002098,6,18.71,submitted,24704,0.002098,0.005488,1.0,1.0,1.0,False,False,3,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,none,3,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,89811,3075,0.00295,10,35.14,submitted,76416,0.00295,0.013435,1.0,0.6667,0.8,False,False,2,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,12,none,4,Not possible to specify max_retries in v1.X?,be62645dd56580dd7576032b348cf79d880851d8,27219,2072,0.001581,6,21.97,submitted,20480,0.001581,0.004391,1.0,0.6667,0.8,False,False,2,3,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,ast_compact,0,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,162205,11226,0.005445,8,119.11,submitted,148736,0.005445,0.025852,0.0,0.0,0.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,ast_compact,1,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,317346,29022,0.010407,13,248.86,submitted,307200,0.010407,0.052555,0.0,0.0,0.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,ast_compact,2,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,107101,6440,0.003767,6,64.76,submitted,94976,0.003767,0.016797,0.0,0.0,0.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,ast_compact,3,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,385333,28866,0.011083,14,253.54,submitted,371328,0.011083,0.062029,0.5,1.0,0.6667,False,False,2,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,ast_compact,4,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,363213,19383,0.011232,20,195.14,max_turns,328320,0.011232,0.056277,0.0,0.0,0.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,ast,0,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,771285,36912,0.014509,20,291.37,submitted,756608,0.014509,0.118315,0.0,0.0,0.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,ast,1,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,497667,13066,0.006861,18,111.16,submitted,484480,0.006861,0.073332,0.0,0.0,0.0,False,False,2,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,ast,2,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,286954,11519,0.007327,12,126.54,submitted,262912,0.007327,0.043399,0.0,0.0,0.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,ast,3,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,337313,21871,0.009022,10,224.27,submitted,323072,0.009022,0.053348,0.5,1.0,0.6667,False,False,2,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,ast,4,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,249196,13400,0.007046,7,125.65,submitted,230272,0.007046,0.038639,0.0,0.0,0.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,none,0,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,349907,21824,0.010175,16,194.88,submitted,327424,0.010175,0.055098,0.5,1.0,0.6667,False,False,2,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,none,1,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,427621,20653,0.012983,20,223.19,max_turns,383872,0.012983,0.06565,0.0,0.0,0.0,False,True,0,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,none,2,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,421424,24506,0.011139,16,223.47,submitted,398848,0.011139,0.065861,0.5,1.0,0.6667,False,False,2,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,none,3,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,311395,16711,0.009411,20,181.47,max_turns,283264,0.009411,0.048274,0.0,0.0,0.0,False,True,0,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,14,none,4,Authentication Handlers lost on redirect.,4683f169909857d663275346655975af7190fd62,266817,10926,0.00738,20,126.87,max_turns,240768,0.00738,0.040414,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,ast_compact,0,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,38772,851,0.000521,5,11.09,submitted,37504,0.000521,0.005666,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,ast_compact,1,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,23026,859,0.001374,3,9.76,submitted,15232,0.001374,0.003464,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,ast_compact,2,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,31222,1049,0.000555,4,12.66,submitted,29952,0.000555,0.004665,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,ast_compact,3,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,22676,727,0.000393,3,9.17,submitted,21760,0.000393,0.003378,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,ast_compact,4,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,32948,1041,0.000602,4,13.76,submitted,31360,0.000602,0.004904,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,ast,0,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,69433,1092,0.002879,4,14.25,submitted,52096,0.002879,0.010026,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,ast,1,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,69201,943,0.000592,4,11.07,submitted,68224,0.000592,0.009952,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,ast,2,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,68737,805,0.000523,4,13.33,submitted,67968,0.000523,0.009849,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,ast,3,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,86290,783,0.000586,5,12.64,submitted,85376,0.000586,0.0123,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,ast,4,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,87463,1185,0.000793,5,14.56,submitted,85888,0.000793,0.012577,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,none,0,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,10188,1175,0.000596,5,14.3,submitted,8448,0.000596,0.001755,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,none,1,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,4780,451,0.000234,3,7.38,submitted,4096,0.000234,0.000795,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,none,2,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,8034,818,0.000441,4,9.65,submitted,6656,0.000441,0.001354,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,none,3,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,7224,715,0.000351,4,10.02,submitted,6272,0.000351,0.001212,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,15,none,4,Add header name to InvalidHeader exception message,1c2022cf868cb503815f34901ad8e85cf524d01a,7571,763,0.000413,4,8.55,submitted,6272,0.000413,0.001274,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,small,deepseek,MoE,single_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,ast_compact,0,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,67719,2471,0.00169,7,27.17,submitted,61824,0.00169,0.010173,1.0,1.0,1.0,False,False,2,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,ast_compact,1,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,96480,2424,0.002121,8,28.15,submitted,87936,0.002121,0.014186,1.0,1.0,1.0,False,False,2,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,ast_compact,2,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,56465,2153,0.001466,6,26.47,submitted,51328,0.001466,0.008508,1.0,1.0,1.0,False,False,2,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,ast_compact,3,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,82961,1836,0.001873,7,24.08,submitted,74752,0.001873,0.012129,1.0,1.0,1.0,False,False,2,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,ast_compact,4,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,78925,2505,0.002443,8,31.0,submitted,67840,0.002443,0.011751,1.0,1.0,1.0,False,False,2,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,ast,0,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,164425,2520,0.003775,9,34.17,submitted,145408,0.003775,0.023725,1.0,1.0,1.0,False,False,2,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,ast,1,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,138898,2193,0.00169,8,29.8,submitted,133888,0.00169,0.02006,1.0,1.0,1.0,False,False,2,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,ast,2,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,162497,2306,0.001601,10,29.18,submitted,158848,0.001601,0.023395,1.0,1.0,1.0,False,False,2,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,ast,3,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,82525,1975,0.001429,5,18.47,submitted,77824,0.001429,0.012107,1.0,1.0,1.0,False,False,2,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,ast,4,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,99655,1763,0.001432,6,21.39,submitted,94848,0.001432,0.014445,1.0,1.0,1.0,False,False,2,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,none,0,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,61680,2664,0.001777,12,34.4,submitted,55424,0.001777,0.009381,1.0,0.5,0.6667,False,False,1,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,none,1,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,55249,2455,0.001731,11,31.72,submitted,48768,0.001731,0.008422,1.0,1.0,1.0,False,False,2,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,none,2,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,31706,1879,0.001418,8,22.07,submitted,25856,0.001418,0.004965,1.0,1.0,1.0,False,False,2,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,none,3,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,41320,4303,0.00209,8,46.67,submitted,35712,0.00209,0.00699,1.0,0.5,0.6667,False,False,1,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-flash,deepseek-flash,deepseek/deepseek-v4-flash,4,none,4,Requests doesn't catch requests.packages.urllib3.exceptions.ProxyError,9968a10fcfad7268b552808c4f8946eecafc956a,53118,2370,0.00169,10,28.81,submitted,46720,0.00169,0.0081,1.0,1.0,1.0,False,False,2,2,4,DeepSeek-V4,small,deepseek,MoE,multi_file
deepseek_deepseek-v4-pro,deepseek-pro,deepseek/deepseek-v4-pro,0,ast_compact,0,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,110778,2570,0.008074,9,28.86,submitted,98176,0.008074,0.050424,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,large,deepseek,MoE,single_file
deepseek_deepseek-v4-pro,deepseek-pro,deepseek/deepseek-v4-pro,0,ast_compact,1,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,110208,5695,0.007894,8,53.14,submitted,104320,0.007894,0.052895,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,large,deepseek,MoE,single_file
deepseek_deepseek-v4-pro,deepseek-pro,deepseek/deepseek-v4-pro,0,ast_compact,2,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,277323,8241,0.017263,20,88.61,max_turns,256256,0.017263,0.127805,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,large,deepseek,MoE,single_file
deepseek_deepseek-v4-pro,deepseek-pro,deepseek/deepseek-v4-pro,0,ast_compact,3,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,249764,6230,0.009378,18,67.52,submitted,242688,0.009378,0.114067,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,large,deepseek,MoE,single_file
deepseek_deepseek-v4-pro,deepseek-pro,deepseek/deepseek-v4-pro,0,ast_compact,4,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,275372,21142,0.023662,15,183.13,submitted,265472,0.023662,0.13818,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,large,deepseek,MoE,single_file
deepseek_deepseek-v4-pro,deepseek-pro,deepseek/deepseek-v4-pro,0,ast,0,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,462674,9630,0.013624,19,95.84,submitted,454400,0.013624,0.209641,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,large,deepseek,MoE,single_file
deepseek_deepseek-v4-pro,deepseek-pro,deepseek/deepseek-v4-pro,0,ast,1,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,293922,5059,0.007635,14,55.58,submitted,288896,0.007635,0.132257,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,large,deepseek,MoE,single_file
deepseek_deepseek-v4-pro,deepseek-pro,deepseek/deepseek-v4-pro,0,ast,2,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,324541,7850,0.011014,14,79.36,submitted,317568,0.011014,0.148005,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,large,deepseek,MoE,single_file
deepseek_deepseek-v4-pro,deepseek-pro,deepseek/deepseek-v4-pro,0,ast,3,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,291259,4085,0.006789,14,49.88,submitted,286208,0.006789,0.130252,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,large,deepseek,MoE,single_file
deepseek_deepseek-v4-pro,deepseek-pro,deepseek/deepseek-v4-pro,0,ast,4,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,256896,5130,0.007713,12,51.26,submitted,251520,0.007713,0.116213,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,large,deepseek,MoE,single_file
deepseek_deepseek-v4-pro,deepseek-pro,deepseek/deepseek-v4-pro,0,none,0,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,140902,8101,0.014008,20,88.22,max_turns,125952,0.014008,0.06834,0.0,0.0,0.0,False,True,0,1,4,DeepSeek-V4,large,deepseek,MoE,single_file
deepseek_deepseek-v4-pro,deepseek-pro,deepseek/deepseek-v4-pro,0,none,1,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,228861,12697,0.027335,20,124.1,max_turns,193024,0.027335,0.110601,0.0,0.0,0.0,False,True,0,1,4,DeepSeek-V4,large,deepseek,MoE,single_file
deepseek_deepseek-v4-pro,deepseek-pro,deepseek/deepseek-v4-pro,0,none,2,AttributeError: 'NoneType' object has no attribute 'read',ccabcf1fca906bfa6b65a3189c1c41061e6c1042,111926,5040,0.007906,18,57.12,submitted,104704,0.007906,0.053073,1.0,1.0,1.0,False,False,1,1,4,DeepSeek-V4,large,deepseek,MoE,single_file
